 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
      -52.27,       42.81,      -57.92,       42.19,      -58.27,       43.71,      -52.59,       44.15,        6.06,        0.40,        1.32,        1.38,       16.75,        1.25,        3.63,        3.84,       17.77,        1.57,        4.38,        4.65,        8.42,        0.86,        4.10,        4.19
      -66.83,       42.92,      -72.47,       41.72,      -72.84,       44.33,      -67.19,       44.95,        4.88,        0.37,        1.32,        1.37,       15.98,        0.73,        3.63,        3.71,       17.13,        1.41,        4.38,        4.60,        6.31,        1.15,        4.10,        4.26
      -76.55,       43.08,      -82.18,       40.45,      -82.56,       46.25,      -76.91,       46.50,        3.42,        0.47,        1.32,        1.40,       17.98,        1.11,        3.63,        3.80,       16.83,        2.15,        4.38,        4.87,        5.90,        1.78,        4.10,        4.47
       39.71,       41.17,       34.04,       41.55,       34.29,       42.52,       39.98,       42.21,        7.07,        0.29,        1.32,        1.35,       12.20,        0.45,        3.63,        3.66,       14.72,        0.95,        4.38,        4.48,       10.06,        0.78,        4.10,        4.18
       34.85,       41.24,       29.18,       41.55,       29.40,       42.50,       35.10,       42.22,        7.06,        0.28,        1.32,        1.35,       13.88,        0.44,        3.63,        3.66,       15.31,        0.87,        4.38,        4.46,        7.66,        0.70,        4.10,        4.16
       30.00,       41.29,       24.31,       41.56,       24.51,       42.47,       30.22,       42.24,        7.17,        0.42,        1.32,        1.39,       13.68,        0.94,        3.63,        3.75,       14.66,        1.29,        4.38,        4.56,        8.78,        0.78,        4.10,        4.18
       25.15,       41.34,       19.46,       41.56,       19.62,       42.45,       25.34,       42.26,        6.17,        0.33,        1.32,        1.36,       11.43,        0.69,        3.63,        3.70,       12.32,        0.99,        4.38,        4.49,        8.15,        0.63,        4.10,        4.15
       20.30,       41.38,       14.60,       41.55,       14.73,       42.43,       20.46,       42.28,        5.93,        0.29,        1.32,        1.35,       11.93,        0.64,        3.63,        3.69,       13.99,        0.89,        4.38,        4.47,        7.92,        0.55,        4.10,        4.14
       15.45,       41.42,        9.75,       41.54,        9.84,       42.42,       15.58,       42.30,        6.87,        0.33,        1.32,        1.36,       11.84,        0.64,        3.63,        3.69,       16.06,        0.96,        4.38,        4.48,       10.93,        0.63,        4.10,        4.15
       10.61,       41.45,        4.91,       41.53,        4.96,       42.40,       10.70,       42.33,        7.65,        0.35,        1.32,        1.37,       11.34,        0.60,        3.63,        3.68,       15.66,        0.93,        4.38,        4.47,       12.04,        0.62,        4.10,        4.15
        5.77,       41.48,        0.06,       41.52,        0.08,       42.39,        5.82,       42.35,        7.46,        0.23,        1.32,        1.34,       11.14,        0.32,        3.63,        3.65,       16.94,        0.69,        4.38,        4.43,       12.33,        0.57,        4.10,        4.14
       -8.74,       41.55,      -14.45,       41.46,      -14.55,       42.36,       -8.81,       42.43,        4.77,        0.19,        1.32,        1.33,       15.69,        0.36,        3.63,        3.65,       18.24,        0.65,        4.38,        4.42,        5.51,        0.50,        4.10,        4.13
      -13.58,       41.57,      -19.29,       41.44,      -19.42,       42.36,      -13.68,       42.46,        4.50,        0.18,        1.32,        1.33,       15.19,        0.35,        3.63,        3.65,       16.14,        0.66,        4.38,        4.43,        7.93,        0.53,        4.10,        4.14
      -18.42,       41.59,      -24.12,       41.42,      -24.29,       42.36,      -18.56,       42.50,        5.65,        0.29,        1.32,        1.35,       14.58,        0.78,        3.63,        3.72,       16.25,        1.06,        4.38,        4.50,       10.11,        0.65,        4.10,        4.16
      -23.26,       41.60,      -28.96,       41.39,      -29.16,       42.37,      -23.43,       42.54,        5.38,        0.29,        1.32,        1.35,       16.52,        0.94,        3.63,        3.75,       18.02,        1.18,        4.38,        4.53,        6.27,        0.65,        4.10,        4.15
      -28.10,       41.62,      -33.79,       41.35,      -34.03,       42.38,      -28.30,       42.59,        4.54,        0.23,        1.32,        1.34,       15.91,        0.45,        3.63,        3.66,       16.00,        0.84,        4.38,        4.46,        7.59,        0.67,        4.10,        4.16
      -32.94,       41.64,      -38.63,       41.31,      -38.89,       42.39,      -33.18,       42.65,        5.70,        0.37,        1.32,        1.37,       15.11,        1.05,        3.63,        3.78,       15.58,        1.41,        4.38,        4.60,       10.42,        0.87,        4.10,        4.20
      -37.79,       41.65,      -43.46,       41.27,      -43.75,       42.42,      -38.05,       42.72,        4.17,        0.27,        1.32,        1.35,       15.39,        0.58,        3.63,        3.68,       14.08,        1.14,        4.38,        4.52,       11.47,        0.94,        4.10,        4.21
       44.51,       40.06,       38.85,       40.49,       39.12,       41.52,       44.80,       41.15,        6.91,        0.26,        1.32,        1.35,       15.08,        0.43,        3.63,        3.66,       17.08,        0.84,        4.38,        4.46,        6.97,        0.67,        4.10,        4.16
       29.93,       40.25,       24.25,       40.51,       24.44,       41.42,       30.15,       41.20,        6.89,        0.23,        1.32,        1.34,       14.20,        0.37,        3.63,        3.65,       15.29,        0.70,        4.38,        4.43,        7.11,        0.55,        4.10,        4.14
       15.38,       40.36,        9.68,       40.49,        9.77,       41.36,       15.51,       41.25,        7.98,        0.25,        1.32,        1.34,       12.06,        0.34,        3.63,        3.65,       14.96,        0.69,        4.38,        4.43,       10.94,        0.55,        4.10,        4.14
       10.54,       40.39,        4.84,       40.47,        4.89,       41.34,       10.63,       41.27,        8.01,        0.25,        1.32,        1.34,        9.92,        0.32,        3.63,        3.65,       15.33,        0.73,        4.38,        4.44,       15.21,        0.60,        4.10,        4.15
        5.70,       40.42,       -0.01,       40.46,        0.01,       41.32,        5.75,       41.29,        7.75,        0.25,        1.32,        1.34,       10.02,        0.32,        3.63,        3.65,       15.36,        0.73,        4.38,        4.44,       13.66,        0.60,        4.10,        4.15
        0.86,       40.44,       -4.85,       40.44,       -4.87,       41.31,        0.88,       41.31,        7.35,        0.25,        1.32,        1.34,       14.45,        0.39,        3.63,        3.65,       16.04,        0.75,        4.38,        4.44,        9.42,        0.59,        4.10,        4.15
      -13.66,       40.50,      -19.36,       40.36,      -19.50,       41.28,      -13.76,       41.39,        4.95,        0.27,        1.32,        1.35,       16.83,        0.92,        3.63,        3.75,       16.92,        1.16,        4.38,        4.53,        8.97,        0.65,        4.10,        4.16
      -18.49,       40.51,      -24.20,       40.33,      -24.37,       41.28,      -18.63,       41.43,        5.23,        0.28,        1.32,        1.35,       12.73,        0.71,        3.63,        3.70,       14.22,        0.98,        4.38,        4.48,       10.05,        0.62,        4.10,        4.15
      -28.17,       40.54,      -33.86,       40.26,      -34.10,       41.29,      -28.38,       41.51,        4.21,        0.23,        1.32,        1.34,       13.37,        0.71,        3.63,        3.70,       14.56,        0.94,        4.38,        4.48,        7.29,        0.57,        4.10,        4.14
      -37.86,       40.56,      -43.53,       40.17,      -43.82,       41.32,      -38.12,       41.63,        4.17,        0.21,        1.32,        1.34,       17.70,        0.44,        3.63,        3.66,       16.38,        0.80,        4.38,        4.45,        6.87,        0.64,        4.10,        4.15
      -42.70,       40.57,      -48.37,       40.11,      -48.68,       41.35,      -42.99,       41.71,        3.77,        0.28,        1.32,        1.35,       17.62,        1.16,        3.63,        3.81,       15.43,        1.49,        4.38,        4.62,       11.48,        0.90,        4.10,        4.20
      -57.25,       40.60,      -62.90,       39.81,      -63.26,       41.56,      -57.59,       42.10,        5.82,        0.28,        1.32,        1.35,       14.41,        0.50,        3.63,        3.67,       14.56,        0.98,        4.38,        4.49,        8.67,        0.80,        4.10,        4.18
      -71.81,       40.63,      -77.44,       38.85,      -77.84,       42.47,      -72.18,       43.19,        4.43,        0.60,        1.32,        1.45,       16.49,        1.40,        3.63,        3.89,       13.47,        2.74,        4.38,        5.16,       10.10,        2.27,        4.10,        4.69
      -76.67,       40.65,      -82.30,       37.74,      -82.69,       43.62,      -77.04,       44.11,        4.04,        0.67,        1.32,        1.48,       19.24,        1.76,        3.63,        4.04,       16.19,        3.44,        4.38,        5.56,        5.23,        2.87,        4.10,        5.01
