 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,       MG_WT,  MG_FIT_UNC,  MG_SYS_UNC,  MG_TOT_UNC,       AL_WT,  AL_FIT_UNC,  AL_SYS_UNC,  AL_TOT_UNC,       SI_WT,  SI_FIT_UNC,  SI_SYS_UNC,  SI_TOT_UNC,       FE_WT,  FE_FIT_UNC,  FE_SYS_UNC,  FE_TOT_UNC
       -8.20,      -85.62,      -13.89,      -85.69,      -14.03,      -84.81,       -8.29,      -84.75,        4.16,        0.26,        1.32,        1.35,       15.44,        0.55,        3.63,        3.67,       12.89,        1.04,        4.38,        4.50,       13.83,        0.84,        4.10,        4.19
       70.45,      -90.25,       64.91,      -88.12,       65.45,      -86.36,       71.02,      -88.10,        5.72,        0.57,        1.32,        1.44,       17.23,        1.14,        3.63,        3.81,       14.53,        2.13,        4.38,        4.87,        9.78,        1.70,        4.10,        4.44
       22.35,      -87.25,       16.67,      -86.94,       16.88,      -86.02,       22.61,      -86.32,        4.64,        0.31,        1.32,        1.36,       16.49,        0.65,        3.63,        3.69,       12.30,        1.16,        4.38,        4.53,       10.15,        0.92,        4.10,        4.20
       17.54,      -87.15,       11.85,      -86.90,       12.00,      -86.00,       17.75,      -86.24,        4.78,        0.28,        1.32,        1.35,       14.74,        0.56,        3.63,        3.68,       11.49,        1.06,        4.38,        4.50,       14.59,        0.85,        4.10,        4.19
       12.73,      -87.06,        7.03,      -86.88,        7.13,      -85.99,       12.88,      -86.16,        4.92,        0.27,        1.32,        1.35,       14.14,        0.53,        3.63,        3.67,       11.37,        1.02,        4.38,        4.49,       13.34,        0.83,        4.10,        4.19
      -11.42,      -86.65,      -17.10,      -86.75,      -17.28,      -85.87,      -11.54,      -85.78,        3.90,        0.25,        1.32,        1.34,       12.13,        0.50,        3.63,        3.67,        8.98,        1.70,        4.38,        4.70,       20.00,        1.61,        4.10,        4.41
       36.81,      -90.86,       31.16,      -90.31,       31.51,      -89.32,       37.20,      -89.83,        4.90,        0.29,        1.32,        1.35,       14.91,        0.57,        3.63,        3.68,       12.33,        1.06,        4.38,        4.50,        9.74,        0.85,        4.10,        4.19
       17.59,      -90.40,       11.89,      -90.15,       12.04,      -89.24,       17.79,      -89.47,        4.22,        0.26,        1.32,        1.35,       16.66,        0.56,        3.63,        3.68,       13.31,        1.02,        4.38,        4.49,        9.96,        0.81,        4.10,        4.18
       12.78,      -90.30,        7.07,      -90.12,        7.17,      -89.22,       12.93,      -89.40,        4.32,        0.26,        1.32,        1.35,       14.86,        0.52,        3.63,        3.67,       13.55,        0.99,        4.38,        4.49,       12.51,        0.80,        4.10,        4.18
       -1.68,      -90.05,       -7.38,      -90.04,       -7.46,      -89.16,       -1.70,      -89.17,        2.70,        0.23,        1.32,        1.34,       15.11,        0.54,        3.63,        3.67,       13.93,        1.06,        4.38,        4.50,       14.55,        0.89,        4.10,        4.20
       52.60,      -92.60,       47.01,      -91.66,       47.47,      -90.49,       53.10,      -91.32,        5.50,        0.30,        1.32,        1.35,       13.67,        0.56,        3.63,        3.68,       12.55,        1.10,        4.38,        4.51,       10.59,        0.90,        4.10,        4.20
       -5.11,      -91.07,      -10.81,      -91.10,      -10.92,      -90.22,       -5.17,      -90.19,        2.99,        0.19,        1.32,        1.33,       16.25,        0.45,        3.63,        3.66,       13.36,        0.81,        4.38,        4.45,       10.93,        0.65,        4.10,        4.16
       -9.70,      -92.07,      -15.40,      -92.16,      -15.56,      -91.27,       -9.81,      -91.19,        2.92,        0.22,        1.32,        1.34,       15.46,        0.53,        3.63,        3.67,       11.73,        1.00,        4.38,        4.49,       14.39,        0.82,        4.10,        4.19
      -38.85,      -91.54,      -44.46,      -91.96,      -44.84,      -90.92,      -39.20,      -90.56,        4.74,        0.32,        1.32,        1.36,       14.38,        0.64,        3.63,        3.69,       10.85,        1.20,        4.38,        4.54,       13.46,        0.96,        4.10,        4.22
      -58.48,      -91.97,      -63.69,      -93.33,      -64.22,      -91.83,      -58.36,      -90.43,        5.12,        0.45,        1.32,        1.40,       14.04,        0.88,        3.63,        3.74,       10.20,        1.68,        4.38,        4.69,       13.99,        1.36,        4.10,        4.32
       49.84,      -94.60,       44.24,      -93.74,       44.69,      -92.62,       50.33,      -93.38,        4.68,        0.32,        1.32,        1.36,       14.91,        0.63,        3.63,        3.69,       13.85,        1.19,        4.38,        4.54,       10.39,        0.96,        4.10,        4.22
      -61.42,      -91.87,      -66.98,      -92.68,      -67.43,      -90.98,      -61.85,      -90.44,        5.02,        0.59,        1.32,        1.44,       12.71,        1.10,        3.63,        3.80,       11.18,        2.22,        4.38,        4.91,       13.94,        1.84,        4.10,        4.50
        2.07,      -95.50,       -3.64,      -95.45,       -3.67,      -94.55,        2.10,      -94.60,        3.26,        0.21,        1.32,        1.34,       16.91,        0.47,        3.63,        3.66,       15.27,        0.86,        4.38,        4.46,        9.40,        0.69,        4.10,        4.16
       -2.74,      -95.41,       -8.45,      -95.42,       -8.54,      -94.53,       -2.78,      -94.52,        3.55,        0.28,        1.32,        1.35,       17.86,        1.18,        3.63,        3.82,       17.39,        1.45,        4.38,        4.61,        9.94,        0.80,        4.10,        4.18
       -7.57,      -95.33,      -13.27,      -95.40,      -13.41,      -94.51,       -7.66,      -94.44,        2.74,        0.26,        1.32,        1.35,       20.00,        2.83,        3.63,        4.61,       17.31,        2.95,        4.38,        5.28,        7.06,        0.80,        4.10,        4.18
      -12.40,      -95.25,      -18.09,      -95.37,      -18.28,      -94.48,      -12.54,      -94.36,        3.18,        0.22,        1.32,        1.34,       15.15,        0.50,        3.63,        3.67,       13.40,        0.95,        4.38,        4.48,       14.12,        0.78,        4.10,        4.18
      -17.24,      -95.17,      -22.91,      -95.35,      -23.15,      -94.44,      -17.43,      -94.28,        4.28,        0.25,        1.32,        1.34,       13.14,        0.47,        3.63,        3.66,       13.57,        0.94,        4.38,        4.48,       16.84,        0.77,        4.10,        4.18
      -64.75,      -97.04,      -70.30,      -97.97,      -70.76,      -96.00,      -65.18,      -95.45,        3.56,        0.26,        1.32,        1.35,       13.43,        0.92,        3.63,        3.75,       15.20,        1.15,        4.38,        4.52,        5.87,        0.64,        4.10,        4.15
       51.22,     -101.15,       45.63,     -100.23,       46.09,      -99.09,       51.72,      -99.90,        4.90,        0.29,        1.32,        1.35,       16.24,        0.58,        3.63,        3.68,       16.08,        1.08,        4.38,        4.51,        8.40,        0.86,        4.10,        4.19
       12.84,     -102.17,        7.13,     -101.98,        7.24,     -101.06,       13.00,     -101.25,        3.61,        0.28,        1.32,        1.35,       14.95,        1.03,        3.63,        3.78,       13.57,        1.35,        4.38,        4.58,       11.30,        0.81,        4.10,        4.18
        8.04,     -102.09,        2.33,     -101.96,        2.37,     -101.04,        8.15,     -101.17,        3.80,        0.21,        1.32,        1.34,       16.53,        0.45,        3.63,        3.66,       15.72,        0.84,        4.38,        4.46,       10.05,        0.67,        4.10,        4.16
       65.58,     -106.64,       60.03,     -105.00,       60.56,     -103.49,       66.14,     -104.88,        3.79,        0.36,        1.32,        1.37,       16.68,        0.74,        3.63,        3.71,       18.00,        1.39,        4.38,        4.59,        6.92,        1.11,        4.10,        4.25
       17.60,     -104.43,       11.90,     -104.17,       12.07,     -103.24,       17.82,     -103.49,        3.85,        0.27,        1.32,        1.35,       18.54,        1.20,        3.63,        3.83,       19.81,        1.43,        4.38,        4.60,        8.13,        0.72,        4.10,        4.17
       12.81,     -104.34,        7.10,     -104.15,        7.21,     -103.23,       12.97,     -103.41,        4.07,        0.20,        1.32,        1.34,       16.10,        0.42,        3.63,        3.66,       15.99,        0.78,        4.38,        4.44,        8.79,        0.63,        4.10,        4.15
       61.04,     -116.70,       55.47,     -115.37,       56.02,     -113.96,       61.62,     -115.11,        4.07,        0.24,        1.32,        1.34,       16.00,        0.50,        3.63,        3.67,       16.35,        0.90,        4.38,        4.47,        5.61,        0.71,        4.10,        4.16
       56.25,     -116.37,       50.67,     -115.26,       51.20,     -113.98,       56.81,     -114.95,        3.55,        0.23,        1.32,        1.34,       16.53,        0.49,        3.63,        3.67,       17.12,        0.89,        4.38,        4.47,        4.99,        0.70,        4.10,        4.16
       51.48,     -116.11,       45.88,     -115.18,       46.38,     -113.99,       52.01,     -114.82,        3.40,        0.22,        1.32,        1.34,       16.03,        0.47,        3.63,        3.66,       17.04,        0.87,        4.38,        4.46,        7.86,        0.70,        4.10,        4.16
       46.70,     -115.92,       41.09,     -115.12,       41.56,     -114.00,       47.21,     -114.71,        3.34,        0.22,        1.32,        1.34,       16.77,        0.47,        3.63,        3.66,       16.66,        0.85,        4.38,        4.46,        6.39,        0.67,        4.10,        4.16
       37.16,     -115.63,       31.51,     -115.05,       31.90,     -114.00,       37.60,     -114.54,        4.21,        0.21,        1.32,        1.34,       16.20,        0.43,        3.63,        3.66,       16.17,        0.78,        4.38,        4.45,        8.14,        0.62,        4.10,        4.15
       32.39,     -115.52,       26.73,     -115.02,       27.07,     -114.01,       32.79,     -114.47,        4.15,        0.20,        1.32,        1.34,       15.37,        0.41,        3.63,        3.66,       15.24,        0.75,        4.38,        4.44,        7.48,        0.59,        4.10,        4.15
       13.33,     -115.18,        7.61,     -114.98,        7.73,     -114.03,       13.51,     -114.21,        4.03,        0.20,        1.32,        1.34,       16.77,        0.43,        3.63,        3.66,       16.00,        0.79,        4.38,        4.45,        8.49,        0.64,        4.10,        4.15
        8.55,     -115.10,        2.83,     -114.98,        2.89,     -114.03,        8.67,     -114.15,        3.28,        0.23,        1.32,        1.34,       15.48,        0.92,        3.63,        3.75,       14.14,        1.21,        4.38,        4.54,       10.77,        0.76,        4.10,        4.17
        3.78,     -115.04,       -1.95,     -114.98,       -1.96,     -114.04,        3.83,     -114.09,        3.82,        0.25,        1.32,        1.34,       17.97,        1.01,        3.63,        3.77,       16.15,        1.27,        4.38,        4.56,       10.75,        0.72,        4.10,        4.17
       -1.01,     -114.97,       -6.73,     -114.98,       -6.80,     -114.04,       -1.02,     -114.03,        3.36,        0.19,        1.32,        1.33,       16.66,        0.42,        3.63,        3.66,       15.57,        0.78,        4.38,        4.45,        8.90,        0.62,        4.10,        4.15
       84.51,     -134.62,       79.07,     -125.67,       79.68,     -121.75,       85.21,     -127.60,        3.83,        0.54,        1.32,        1.43,       18.69,        1.24,        3.63,        3.84,       19.00,        2.46,        4.38,        5.02,        5.47,        2.05,        4.10,        4.59
       60.63,     -125.26,       55.47,     -123.96,       56.03,     -122.54,       61.23,     -123.67,        3.79,        0.21,        1.32,        1.34,       18.07,        0.46,        3.63,        3.66,       16.55,        0.78,        4.38,        4.45,        5.03,        0.60,        4.10,        4.15
       35.69,     -136.28,       30.04,     -135.73,       30.44,     -134.71,       36.14,     -135.21,        3.18,        0.24,        1.32,        1.34,       18.20,        1.67,        3.63,        4.00,       17.13,        1.77,        4.38,        4.72,        5.63,        0.53,        4.10,        4.14
       13.20,     -141.42,        7.48,     -141.26,        7.60,     -140.30,       13.39,     -140.45,        2.48,        0.12,        1.32,        1.33,       17.22,        0.32,        3.63,        3.65,       20.67,        0.47,        4.38,        4.40,        3.95,        0.32,        4.10,        4.12
       11.81,     -142.50,        6.10,     -142.36,        6.20,     -141.40,       11.99,     -141.53,        2.67,        0.17,        1.32,        1.33,       17.56,        0.44,        3.63,        3.66,       18.55,        0.69,        4.38,        4.43,        5.90,        0.50,        4.10,        4.13
        7.04,     -142.46,        1.32,     -142.40,        1.36,     -141.45,        7.15,     -141.51,        2.68,        0.17,        1.32,        1.33,       17.72,        0.43,        3.63,        3.66,       19.88,        0.67,        4.38,        4.43,        5.19,        0.49,        4.10,        4.13
       74.23,     -157.26,       68.72,     -155.26,       69.31,     -153.25,       74.85,     -154.67,        3.09,        0.46,        1.32,        1.40,       13.97,        2.85,        3.63,        4.61,       16.98,        2.97,        4.38,        5.29,        2.90,        0.71,        4.10,        4.16
       55.02,     -156.64,       49.46,     -155.74,       50.00,     -154.53,       55.59,     -155.31,        2.32,        0.12,        1.32,        1.33,       16.07,        0.33,        3.63,        3.65,       22.62,        0.49,        4.38,        4.40,        4.01,        0.34,        4.10,        4.12
       50.23,     -156.60,       44.66,     -155.82,       45.17,     -154.69,       50.79,     -155.38,        2.13,        0.13,        1.32,        1.33,       18.26,        0.37,        3.63,        3.65,       22.87,        0.53,        4.38,        4.41,        3.29,        0.37,        4.10,        4.12
       45.45,     -156.57,       39.86,     -155.90,       40.34,     -154.82,       45.98,     -155.43,        2.73,        0.14,        1.32,        1.33,       17.01,        0.37,        3.63,        3.65,       20.83,        0.54,        4.38,        4.41,        3.03,        0.37,        4.10,        4.12
       35.90,     -156.53,       30.27,     -156.04,       30.68,     -155.03,       36.36,     -155.49,        3.08,        0.15,        1.32,        1.33,       18.26,        0.39,        3.63,        3.65,       21.93,        0.55,        4.38,        4.41,        2.91,        0.35,        4.10,        4.12
       16.83,     -156.51,       11.12,     -156.32,       11.30,     -155.38,       17.07,     -155.55,        2.89,        0.16,        1.32,        1.33,       18.89,        0.41,        3.63,        3.66,       19.66,        0.61,        4.38,        4.42,        4.61,        0.42,        4.10,        4.13
       12.06,     -156.51,        6.34,     -156.40,        6.45,     -155.45,       12.24,     -155.56,        2.65,        0.16,        1.32,        1.33,       17.58,        0.41,        3.63,        3.66,       18.58,        0.64,        4.38,        4.42,        6.08,        0.46,        4.10,        4.13
      -45.77,     -156.63,      -51.33,     -157.47,      -51.82,     -156.38,      -46.24,     -155.62,        5.76,        0.32,        1.32,        1.36,       11.94,        0.55,        3.63,        3.67,       19.72,        0.97,        4.38,        4.48,        8.64,        0.74,        4.10,        4.17
       26.21,     -158.65,       20.54,     -158.32,       20.84,     -157.36,       26.57,     -157.66,        2.72,        0.16,        1.32,        1.33,       16.95,        0.40,        3.63,        3.66,       19.12,        0.61,        4.38,        4.42,        5.10,        0.43,        4.10,        4.13
       21.44,     -158.65,       15.75,     -158.39,       15.99,     -157.44,       21.74,     -157.68,        2.70,        0.16,        1.32,        1.33,       17.17,        0.40,        3.63,        3.65,       20.31,        0.60,        4.38,        4.42,        5.00,        0.42,        4.10,        4.13
       45.14,     -166.13,       39.56,     -165.50,       40.03,     -164.48,       45.65,     -165.05,        2.51,        0.18,        1.32,        1.33,       17.10,        0.47,        3.63,        3.66,       22.26,        0.71,        4.38,        4.43,        4.03,        0.50,        4.10,        4.13
       30.75,     -166.14,       25.11,     -165.76,       25.46,     -164.81,       31.15,     -165.17,        3.06,        0.17,        1.32,        1.33,       16.73,        0.42,        3.63,        3.66,       20.96,        0.63,        4.38,        4.42,        4.17,        0.44,        4.10,        4.13
       21.17,     -166.16,       15.49,     -165.92,       15.73,     -164.99,       21.47,     -165.22,        2.25,        0.12,        1.32,        1.33,       16.61,        0.33,        3.63,        3.65,       20.98,        0.50,        4.38,        4.40,        4.73,        0.35,        4.10,        4.12
        6.82,     -166.18,        1.11,     -166.16,        1.14,     -165.24,        6.92,     -165.26,        2.86,        0.13,        1.32,        1.33,       16.92,        0.33,        3.63,        3.65,       19.65,        0.50,        4.38,        4.40,        4.82,        0.34,        4.10,        4.12
      -55.95,     -166.55,      -61.47,     -167.81,      -62.02,     -166.46,      -56.48,     -165.35,        4.90,        0.30,        1.32,        1.35,       10.93,        0.52,        3.63,        3.67,       23.13,        0.94,        4.38,        4.48,        6.95,        0.72,        4.10,        4.17
       54.76,     -169.44,       49.21,     -168.59,       49.73,     -167.45,       55.31,     -168.20,        2.63,        0.12,        1.32,        1.33,       16.67,        0.32,        3.63,        3.65,       22.53,        0.44,        4.38,        4.40,        2.99,        0.29,        4.10,        4.11
       45.13,     -169.40,       39.54,     -168.77,       40.02,     -167.75,       45.64,     -168.32,        2.61,        0.11,        1.32,        1.32,       17.95,        0.29,        3.63,        3.65,       21.86,        0.43,        4.38,        4.40,        3.72,        0.29,        4.10,        4.11
       40.32,     -169.39,       34.72,     -168.85,       35.16,     -167.87,       40.80,     -168.37,        2.55,        0.11,        1.32,        1.32,       17.55,        0.30,        3.63,        3.65,       22.97,        0.44,        4.38,        4.40,        3.29,        0.30,        4.10,        4.11
       30.73,     -169.40,       25.08,     -169.01,       25.43,     -168.06,       31.13,     -168.43,        2.90,        0.10,        1.32,        1.32,       16.88,        0.26,        3.63,        3.64,       20.23,        0.39,        4.38,        4.39,        3.24,        0.26,        4.10,        4.11
       16.50,     -174.80,       10.81,     -174.62,       10.98,     -173.70,       16.74,     -173.87,        2.97,        0.18,        1.32,        1.33,       16.62,        0.42,        3.63,        3.66,       17.17,        0.65,        4.38,        4.42,        5.81,        0.46,        4.10,        4.13
       54.87,     -176.03,       49.33,     -175.15,       49.86,     -174.02,       55.43,     -174.80,        2.63,        0.27,        1.32,        1.35,       15.08,        1.96,        3.63,        4.13,       16.09,        2.04,        4.38,        4.83,        3.70,        0.50,        4.10,        4.13
      -50.97,     -175.93,      -56.50,     -176.95,      -57.04,     -175.74,      -51.49,     -174.82,        5.16,        0.31,        1.32,        1.36,       12.24,        0.55,        3.63,        3.67,       20.85,        0.97,        4.38,        4.48,        7.92,        0.74,        4.10,        4.17
       69.31,     -178.60,       63.81,     -177.05,       64.38,     -175.50,       69.91,     -176.73,        2.53,        0.23,        1.32,        1.34,       14.61,        1.70,        3.63,        4.01,       16.36,        1.76,        4.38,        4.72,        3.29,        0.39,        4.10,        4.12
       50.00,     -178.14,       44.44,     -177.37,       44.95,     -176.31,       50.54,     -177.01,        2.34,        0.16,        1.32,        1.33,       15.79,        1.29,        3.63,        3.85,       15.61,        1.33,        4.38,        4.58,        3.37,        0.32,        4.10,        4.12
       45.18,     -178.10,       39.61,     -177.44,       40.09,     -176.43,       45.70,     -177.04,        2.69,        0.15,        1.32,        1.33,       14.31,        0.92,        3.63,        3.75,       16.70,        0.98,        4.38,        4.49,        3.53,        0.31,        4.10,        4.12
       30.78,     -178.04,       25.14,     -177.63,       25.50,     -176.69,       31.19,     -177.08,        2.78,        0.15,        1.32,        1.33,       14.82,        0.94,        3.63,        3.75,       14.87,        1.00,        4.38,        4.49,        3.57,        0.31,        4.10,        4.12
       11.78,      178.80,        6.08,      178.93,        6.19,      179.85,       11.96,      179.74,        2.53,        0.16,        1.32,        1.33,       13.23,        0.90,        3.63,        3.74,       13.39,        0.99,        4.38,        4.49,        5.03,        0.38,        4.10,        4.12
       26.12,      177.71,       20.46,      178.06,       20.77,      178.99,       26.49,      178.66,        2.26,        0.12,        1.32,        1.33,       17.26,        0.32,        3.63,        3.65,       20.59,        0.46,        4.38,        4.40,        3.85,        0.32,        4.10,        4.12
       27.10,      175.62,       21.44,      175.98,       21.77,      176.91,       27.47,      176.57,        2.55,        0.21,        1.32,        1.34,       16.42,        1.57,        3.63,        3.96,       14.48,        1.65,        4.38,        4.68,        4.71,        0.47,        4.10,        4.13
       -1.60,      175.67,       -7.31,      175.57,       -7.42,      176.50,       -1.63,      176.60,        3.16,        0.15,        1.32,        1.33,       18.08,        0.37,        3.63,        3.65,       19.98,        0.54,        4.38,        4.41,        4.35,        0.37,        4.10,        4.12
       50.09,      174.47,       44.53,      175.25,       45.05,      176.30,       50.63,      175.60,        2.96,        0.20,        1.32,        1.34,       18.43,        0.52,        3.63,        3.67,       20.28,        0.77,        4.38,        4.44,        3.56,        0.53,        4.10,        4.14
       40.47,      174.54,       34.87,      175.12,       35.33,      176.09,       40.96,      175.55,        3.70,        0.22,        1.32,        1.34,       17.92,        0.52,        3.63,        3.67,       19.11,        0.77,        4.38,        4.44,        4.67,        0.52,        4.10,        4.14
       54.89,      173.37,       49.35,      174.27,       49.89,      175.39,       55.45,      174.59,        2.62,        0.14,        1.32,        1.33,       16.14,        0.36,        3.63,        3.65,       23.49,        0.52,        4.38,        4.41,        3.36,        0.35,        4.10,        4.12
       50.07,      173.43,       44.51,      174.20,       45.03,      175.25,       50.62,      174.55,        2.34,        0.24,        1.32,        1.34,       14.61,        1.96,        3.63,        4.13,       16.26,        2.03,        4.38,        4.83,        3.88,        0.47,        4.10,        4.13
       50.61,      171.34,       45.06,      172.12,       45.58,      173.18,       51.16,      172.47,        2.77,        0.17,        1.32,        1.33,       17.09,        0.44,        3.63,        3.66,       21.72,        0.63,        4.38,        4.42,        2.83,        0.42,        4.10,        4.13
       40.99,      171.40,       35.40,      171.98,       35.86,      172.96,       41.48,      172.41,        3.15,        0.17,        1.32,        1.33,       16.43,        0.41,        3.63,        3.66,       20.83,        0.62,        4.38,        4.42,        4.87,        0.44,        4.10,        4.13
       11.58,      168.29,        5.88,      168.40,        5.99,      169.33,       11.76,      169.21,        2.82,        0.17,        1.32,        1.33,       17.68,        0.42,        3.63,        3.66,       18.76,        0.65,        4.38,        4.42,        5.82,        0.46,        4.10,        4.13
       54.70,      162.95,       49.17,      163.80,       49.69,      164.87,       55.25,      164.11,        2.84,        0.13,        1.32,        1.33,       17.41,        0.33,        3.63,        3.65,       23.18,        0.47,        4.38,        4.40,        3.01,        0.30,        4.10,        4.12
       49.86,      162.98,       44.31,      163.71,       44.81,      164.72,       50.39,      164.05,        3.35,        0.25,        1.32,        1.34,       14.24,        1.38,        3.63,        3.88,       15.64,        1.46,        4.38,        4.61,        4.65,        0.43,        4.10,        4.13
       40.15,      159.79,       34.57,      160.34,       35.01,      161.26,       40.63,      160.75,        3.25,        0.16,        1.32,        1.33,       16.40,        0.39,        3.63,        3.65,       20.56,        0.57,        4.38,        4.41,        4.22,        0.39,        4.10,        4.12
       23.28,      154.44,       17.63,      154.72,       17.90,      155.60,       23.61,      155.32,        3.54,        0.31,        1.32,        1.36,       13.09,        1.43,        3.63,        3.90,       14.32,        1.56,        4.38,        4.65,        5.82,        0.54,        4.10,        4.14
       18.47,      154.43,       12.80,      154.64,       13.00,      155.52,       18.74,      155.32,        3.24,        0.26,        1.32,        1.35,       11.81,        1.12,        3.63,        3.80,       14.36,        1.27,        4.38,        4.56,        6.04,        0.53,        4.10,        4.14
        4.05,      154.43,       -1.65,      154.42,       -1.67,      155.31,        4.11,      155.32,        3.04,        0.21,        1.32,        1.34,       13.29,        1.06,        3.63,        3.79,       15.20,        1.16,        4.38,        4.53,        5.26,        0.43,        4.10,        4.13
      -10.37,      154.44,      -16.05,      154.19,      -16.29,      155.10,      -10.53,      155.34,        3.19,        0.22,        1.32,        1.34,       13.98,        1.13,        3.63,        3.80,       16.22,        1.25,        4.38,        4.55,        6.18,        0.49,        4.10,        4.13
      -24.81,      154.43,      -30.43,      153.94,      -30.85,      154.88,      -25.17,      155.35,        2.92,        0.26,        1.32,        1.35,       13.62,        1.37,        3.63,        3.88,       14.77,        1.54,        4.38,        4.64,        6.88,        0.64,        4.10,        4.15
      -34.45,      154.41,      -40.04,      153.74,      -40.54,      154.73,      -34.91,      155.36,        4.03,        0.37,        1.32,        1.37,       10.86,        1.19,        3.63,        3.82,       12.71,        1.47,        4.38,        4.62,        8.93,        0.79,        4.10,        4.18
      -39.28,      154.39,      -44.84,      153.61,      -45.38,      154.65,      -39.78,      155.38,        3.20,        0.33,        1.32,        1.36,       10.00,        1.19,        3.63,        3.82,       13.89,        1.50,        4.38,        4.63,        8.89,        0.85,        4.10,        4.19
      -58.62,      154.22,      -64.11,      152.73,      -64.73,      154.23,      -59.22,      155.53,        3.96,        0.39,        1.32,        1.38,       13.23,        0.76,        3.63,        3.71,       17.86,        1.37,        4.38,        4.59,        6.90,        1.08,        4.10,        4.24
      -63.47,      154.13,      -68.94,      152.27,      -69.57,      154.05,      -64.07,      155.63,        4.59,        0.45,        1.32,        1.40,       11.65,        0.82,        3.63,        3.72,       15.89,        1.53,        4.38,        4.64,        9.51,        1.21,        4.10,        4.28
       15.88,      153.35,       10.20,      153.52,       10.37,      154.40,       16.11,      154.23,        3.66,        0.16,        1.32,        1.33,       14.79,        0.34,        3.63,        3.65,       18.12,        0.54,        4.38,        4.41,        5.97,        0.38,        4.10,        4.12
        6.26,      153.35,        0.56,      153.37,        0.58,      154.26,        6.36,      154.24,        3.48,        0.16,        1.32,        1.33,       15.79,        0.36,        3.63,        3.65,       18.38,        0.57,        4.38,        4.41,        6.05,        0.41,        4.10,        4.12
        1.46,      153.35,       -4.24,      153.29,       -4.30,      154.19,        1.48,      154.24,        3.60,        0.17,        1.32,        1.33,       16.14,        0.37,        3.63,        3.65,       19.20,        0.58,        4.38,        4.41,        5.34,        0.41,        4.10,        4.12
      -60.47,      128.97,      -65.94,      127.59,      -66.56,      129.09,      -61.06,      130.27,        2.80,        0.18,        1.32,        1.33,       14.51,        0.42,        3.63,        3.66,       20.62,        0.67,        4.38,        4.43,        4.60,        0.50,        4.10,        4.13
      -70.80,      127.37,      -76.28,      129.38,      -75.68,      131.86,      -70.21,      129.23,        4.61,        0.33,        1.32,        1.36,       13.55,        0.63,        3.63,        3.69,       20.84,        1.04,        4.38,        4.50,        3.73,        0.76,        4.10,        4.17
       40.77,      126.80,       35.21,      127.48,       35.69,      128.40,       41.29,      127.75,        4.06,        0.24,        1.32,        1.34,       16.19,        0.53,        3.63,        3.67,       15.71,        0.87,        4.38,        4.46,        7.45,        0.64,        4.10,        4.15
       75.34,      125.73,       69.84,      124.34,       69.26,      126.14,       74.76,      128.12,        2.69,        0.27,        1.32,        1.35,       16.50,        0.67,        3.63,        3.69,       25.10,        1.09,        4.38,        4.51,        2.67,        0.82,        4.10,        4.18
      -65.24,      127.05,      -71.32,      127.21,      -70.71,      129.06,      -65.84,      128.55,        2.65,        0.37,        1.32,        1.37,       15.97,        0.89,        3.63,        3.74,       17.19,        1.48,        4.38,        4.62,        6.67,        1.13,        4.10,        4.26
       60.91,      114.99,       54.84,      115.14,       55.43,      116.21,       60.32,      116.21,        3.80,        0.32,        1.32,        1.36,       16.92,        0.71,        3.63,        3.70,       18.86,        1.13,        4.38,        4.52,        5.22,        0.83,        4.10,        4.19
       55.45,      114.10,       49.97,      115.22,       50.54,      116.21,       56.04,      115.17,        5.15,        0.85,        1.32,        1.57,       14.42,        3.23,        3.63,        4.86,       13.75,        3.49,        4.38,        5.60,        5.17,        1.02,        4.10,        4.23
       50.60,      114.32,       45.10,      115.28,       45.65,      116.22,       51.17,      115.31,        4.13,        0.26,        1.32,        1.35,       17.84,        0.59,        3.63,        3.68,       18.72,        0.91,        4.38,        4.47,        4.72,        0.64,        4.10,        4.15
       45.76,      114.49,       40.24,      115.32,       40.76,      116.22,       46.31,      115.43,        4.13,        0.23,        1.32,        1.34,       16.27,        0.50,        3.63,        3.67,       17.13,        0.78,        4.38,        4.44,        5.73,        0.55,        4.10,        4.14
       26.46,      114.92,       20.84,      115.37,       21.19,      116.23,       26.86,      115.79,        3.99,        0.18,        1.32,        1.33,       15.07,        0.37,        3.63,        3.65,       18.89,        0.60,        4.38,        4.42,        6.48,        0.44,        4.10,        4.13
       21.65,      115.00,       16.01,      115.36,       16.29,      116.23,       22.00,      115.87,        6.07,        0.46,        1.32,        1.40,       16.47,        1.68,        3.63,        4.00,       16.66,        1.88,        4.38,        4.76,        9.40,        0.72,        4.10,        4.17
       75.20,      109.22,       69.69,      108.29,       69.16,      110.10,       74.67,      111.64,        3.56,        0.40,        1.32,        1.38,       18.65,        0.97,        3.63,        3.76,       18.37,        1.55,        4.38,        4.64,        3.99,        1.14,        4.10,        4.26
       26.15,      110.55,       20.54,      111.00,       20.88,      111.87,       26.56,      111.42,        4.34,        0.18,        1.32,        1.33,       14.91,        0.37,        3.63,        3.65,       18.07,        0.60,        4.38,        4.42,        6.36,        0.43,        4.10,        4.13
       21.35,      110.63,       15.71,      111.00,       15.98,      111.88,       21.69,      111.50,        5.03,        0.19,        1.32,        1.33,       14.47,        0.37,        3.63,        3.65,       17.20,        0.63,        4.38,        4.42,        8.97,        0.47,        4.10,        4.13
